id,bg_id,group_id,sub_group_id,is_mob,main_chara_num,pos_obj,second_pos_obj,position_file,grid_pos_x,grid_pos_y,priority,motion_name,timeline,timeline_actor,direction,chara_pos_y,chara_shadow,use_grid_pos_job_select,position_anim,fixed_render_order,se_cue_name01,se_cue_sheet01,se_start_frame01,se_cue_name02,se_cue_sheet02,se_start_frame02,effect_id,effect_start_sec
1000212,10002,4,0,0,4,None,,,1,3,2,Circle02_402,,,3,0,1,0,,3,,,0,,,0,0,
1000213,10002,4,0,0,4,None,,,1,3,2,Circle02_403,,,3,0,1,0,,2,,,0,,,0,0,
1000214,10002,4,0,0,4,None,,,1,3,2,Circle02_404,,,3,0,1,0,,4,,,0,,,0,0,
1000301,10003,0,0,0,1,None,,,7,1,1,Circle03_101,,,1,0.21,1,0,,0,,,0,,,0,0,
1000302,10003,1,0,0,2,None,,,1,6,0,Circle03_201,,,1,0,1,0,,0,,,0,,,0,0,
1000303,10003,1,0,0,2,None,,,1,6,0,Circle03_202,,,1,0,1,0,,0,,,0,,,0,0,
1000304,10003,2,0,0,3,None,,,13,6,0,Circle03_301,,,1,0,1,0,,0,,,0,,,0,0,
1000305,10003,2,0,0,3,None,,,13,6,0,Circle03_302_01,,,1,0,1,0,,0,,,0,,,0,0,
1000306,10003,2,0,0,3,None,,,13,6,0,Circle03_303_01,,,1,0,1,0,,0,,,0,,,0,0,
1000307,10003,3,0,0,3,None,,,13,6,0,Circle03_301,,,1,0,1,0,,0,,,0,,,0,0,
1000308,10003,3,0,0,3,None,,,13,6,0,Circle03_302_02,,,1,0,1,0,,0,,,0,,,0,0,
1000309,10003,3,0,0,3,None,,,13,6,0,Circle03_303_02,,,1,0,1,0,,0,,,0,,,0,0,
1000310,10003,4,0,0,3,None,,,13,6,0,Circle03_301,,,1,0,1,0,,0,,,0,,,0,0,
1000311,10003,4,0,0,3,None,,,13,6,0,Circle03_302_03,,,1,0,1,0,,0,,,0,,,0,0,
1000312,10003,4,0,0,3,None,,,13,6,0,Circle03_303_03,,,1,0,1,0,,0,,,0,,,0,0,
1000313,10003,0,0,0,1,None,,,9,5,0,Circle03_402,,,4,0,1,0,,0,,,0,,,0,0,
1000314,10003,0,0,0,1,None,,,10,5,0,Circle03_403,,,4,0,1,0,,0,,,0,,,0,0,
1000315,10003,0,0,0,1,None,,,5,5,0,Circle03_404,,,6,0,1,0,,0,,,0,,,0,0,
1000316,10003,0,0,0,1,None,,,4,6,0,Circle03_405,,,6,0,1,0,,0,,,0,,,0,0,
1000317,10003,0,0,0,1,None,,,3,5,0,Circle03_406,,,6,0,1,0,,0,,,0,,,0,0,
1000318,10003,5,0,0,5,None,,,7,1,4,Circle03_501,,,1,0.21,1,0,,0,,,0,,,0,0,
1000319,10003,5,0,0,5,None,,,7,1,4,Circle03_502,,,1,0.21,1,0,,0,,,0,,,0,0,
1000320,10003,5,0,0,5,None,,,7,1,4,Circle03_503,,,1,0.21,1,0,,0,,,0,,,0,0,
1000321,10003,5,0,0,5,None,,,7,1,4,Circle03_504,,,1,0.21,1,0,,0,,,0,,,0,0,
1000322,10003,5,0,0,5,None,,,7,1,4,Circle03_505,,,1,0.21,1,0,,0,,,0,,,0,0,
1000323,10003,6,0,0,2,None,,,7,1,2,Circle03_201,,,1,0.21,1,0,,0,,,0,,,0,0,
1000324,10003,6,0,0,2,None,,,7,1,2,Circle03_202,,,1,0.21,1,0,,0,,,0,,,0,0,
1000325,10003,7,0,0,3,None,,,7,1,3,Circle03_301,,,1,0.21,1,0,,0,,,0,,,0,0,
1000326,10003,7,0,0,3,None,,,7,1,3,Circle03_302_01,,,1,0.21,1,0,,0,,,0,,,0,0,
1000327,10003,7,0,0,3,None,,,7,1,3,Circle03_303_01,,,1,0.21,1,0,,0,,,0,,,0,0,
1000328,10003,8,0,0,3,None,,,7,1,3,Circle03_301,,,1,0.21,1,0,,0,,,0,,,0,0,
1000329,10003,8,0,0,3,None,,,7,1,3,Circle03_302_02,,,1,0.21,1,0,,0,,,0,,,0,0,
1000330,10003,8,0,0,3,None,,,7,1,3,Circle03_303_02,,,1,0.21,1,0,,0,,,0,,,0,0,
1000331,10003,9,0,0,3,None,,,7,1,3,Circle03_301,,,1,0.21,1,0,,0,,,0,,,0,0,
1000332,10003,9,0,0,3,None,,,7,1,3,Circle03_302_03,,,1,0.21,1,0,,0,,,0,,,0,0,
1000333,10003,9,0,0,3,None,,,7,1,3,Circle03_303_03,,,1,0.21,1,0,,0,,,0,,,0,0,
2000101,20001,0,0,0,1,None,,,8,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000102,20001,0,0,0,1,None,,,9,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000103,20001,0,0,0,1,None,,,7,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000104,20001,0,0,0,1,None,,,10,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000105,20001,0,0,0,1,None,,,6,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000106,20001,0,0,0,1,None,,,11,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000107,20001,0,0,0,1,None,,,5,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000108,20001,0,0,0,1,None,,,12,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000109,20001,0,0,0,1,None,,,4,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000110,20001,0,0,0,1,None,,,13,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000111,20001,0,0,0,1,None,,,3,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000112,20001,0,0,0,1,None,,,14,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000113,20001,0,0,0,1,None,,,2,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000114,20001,0,0,0,1,None,,,15,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000115,20001,0,0,0,1,None,,,1,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000116,20001,0,0,0,1,None,,,16,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000117,20001,0,0,0,1,None,,,0,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
2000118,20001,0,0,0,1,None,,,17,2,0,Idle01,,,1,0,1,0,,0,,,0,,,0,0,
3000101,30001,1,1,0,1,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_01_pos,9,3,1,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000102,30001,2,1,0,2,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_01_pos,8,3,2,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000103,30001,2,2,0,2,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_01_pos,10,3,2,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000104,30001,3,1,0,3,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_01_pos,9,3,3,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000105,30001,3,2,0,3,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_01_pos,8,3,3,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000106,30001,3,3,0,3,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_01_pos,10,3,3,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000107,30001,4,1,0,4,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_01_pos,9,3,4,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000108,30001,4,2,0,4,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_01_pos,8,3,4,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000109,30001,4,3,0,4,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_01_pos,10,3,4,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000110,30001,4,4,0,4,select_chr04,chr04,Job/Position/Type00/pfb_min_job_type00_01_pos,7,3,4,Job01_004,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000111,30001,5,1,0,5,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_01_pos,9,3,5,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000112,30001,5,2,0,5,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_01_pos,8,3,5,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000113,30001,5,3,0,5,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_01_pos,10,3,5,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000114,30001,5,4,0,5,select_chr04,chr04,Job/Position/Type00/pfb_min_job_type00_01_pos,7,3,5,Job01_004,,,0,0,1,0,motion01,0,,,0,,,0,2,
3000115,30001,5,5,0,5,select_chr05,chr05,Job/Position/Type00/pfb_min_job_type00_01_pos,11,3,5,Job01_005,,,0,0,1,0,motion01,0,,,0,,,0,8,
3000116,30001,5,1,1,5,mob01,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000117,30001,5,1,1,5,mob02,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000118,30001,5,1,1,5,mob03,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000119,30001,5,1,1,5,mob04,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000120,30001,5,1,1,5,mob05,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000121,30001,5,1,1,5,mob06,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000122,30001,5,1,1,5,mob07,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000123,30001,5,1,1,5,mob08,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000124,30001,5,1,1,5,mob09,,Job/Position/Type00/pfb_min_job_type00_01_pos,0,0,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000125,30001,5,1,1,5,mob10,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000201,30002,1,1,0,1,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_02_pos,9,3,1,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000202,30002,2,1,0,2,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_02_pos,8,3,2,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000203,30002,2,2,0,2,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_02_pos,10,3,2,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000204,30002,3,1,0,3,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_02_pos,9,3,3,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000205,30002,3,2,0,3,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_02_pos,8,3,3,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000206,30002,3,3,0,3,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_02_pos,10,3,3,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000207,30002,4,1,0,4,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_02_pos,9,3,4,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000208,30002,4,2,0,4,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_02_pos,8,3,4,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000209,30002,4,3,0,4,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_02_pos,10,3,4,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000210,30002,4,4,0,4,select_chr04,chr04,Job/Position/Type00/pfb_min_job_type00_02_pos,7,3,4,Job01_004,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000211,30002,5,1,0,5,select_chr01,chr01,Job/Position/Type00/pfb_min_job_type00_02_pos,9,3,5,Job01_001,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000212,30002,5,2,0,5,select_chr02,chr02,Job/Position/Type00/pfb_min_job_type00_02_pos,8,3,5,Job01_002,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000213,30002,5,3,0,5,select_chr03,chr03,Job/Position/Type00/pfb_min_job_type00_02_pos,10,3,5,Job01_003,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000214,30002,5,4,0,5,select_chr04,chr04,Job/Position/Type00/pfb_min_job_type00_02_pos,7,3,5,Job01_004,,,0,0,1,0,motion01,0,,,0,,,0,3,
3000215,30002,5,5,0,5,select_chr05,chr05,Job/Position/Type00/pfb_min_job_type00_02_pos,11,3,5,Job01_005,,,0,0,1,0,motion01,0,,,0,,,0,9,
3000216,30002,5,5,1,5,mob01,,Job/Position/Type00/pfb_min_job_type00_02_pos,12,3,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000217,30002,5,5,1,5,mob02,,Job/Position/Type00/pfb_min_job_type00_02_pos,16,3,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000218,30002,5,5,1,5,mob03,,Job/Position/Type00/pfb_min_job_type00_02_pos,14,3,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000219,30002,5,5,1,5,mob04,,Job/Position/Type00/pfb_min_job_type00_02_pos,15,3,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000220,30002,5,5,1,5,mob05,,Job/Position/Type00/pfb_min_job_type00_02_pos,16,3,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000221,30002,5,5,1,5,mob06,,Job/Position/Type00/pfb_min_job_type00_02_pos,17,3,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000222,30002,5,1,1,5,mob07,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000223,30002,5,1,1,5,mob08,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000224,30002,5,1,1,5,mob09,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000225,30002,5,1,1,5,mob10,,Job/Position/Type00/pfb_min_job_type00_02_pos,0,0,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000401,30004,1,1,0,1,chr01,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,3,1,Job03_001,,,0,0,1,0,,0,,,0,,,0,0,
3000402,30004,2,1,0,2,chr01,,Job/Position/Type00/pfb_min_job_type00_04_pos,6,2,2,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000403,30004,2,0,0,2,chr02,,Job/Position/Type00/pfb_min_job_type00_04_pos,8,2,2,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000404,30004,3,1,0,3,chr01,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,3,3,Job03_001,,,0,0,1,0,,0,,,0,,,0,0,
3000405,30004,3,0,0,3,chr02,,Job/Position/Type00/pfb_min_job_type00_04_pos,6,2,3,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000406,30004,3,0,0,3,chr03,,Job/Position/Type00/pfb_min_job_type00_04_pos,8,2,3,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000407,30004,4,1,0,4,chr01,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,3,4,Job03_001,,,0,0,1,0,,0,,,0,,,0,0,
3000408,30004,4,0,0,4,chr02,,Job/Position/Type00/pfb_min_job_type00_04_pos,6,2,4,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000409,30004,4,0,0,4,chr03,,Job/Position/Type00/pfb_min_job_type00_04_pos,8,2,4,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000410,30004,4,0,0,4,chr04,,Job/Position/Type00/pfb_min_job_type00_04_pos,5,1,4,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000411,30004,5,1,0,5,chr01,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,3,5,Job03_001,,,0,0,1,0,,0,,,0,,,0,0,
3000412,30004,5,2,0,5,chr02,,Job/Position/Type00/pfb_min_job_type00_04_pos,6,2,5,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000413,30004,5,3,0,5,chr03,,Job/Position/Type00/pfb_min_job_type00_04_pos,8,2,5,Job03_002,,,0,0,1,0,,0,,,0,,,0,0,
3000414,30004,5,0,0,5,chr04,,Job/Position/Type00/pfb_min_job_type00_04_pos,5,1,5,Job03_003,,,0,0,1,0,,0,,,0,,,0,0,
3000415,30004,5,0,0,5,chr05,,Job/Position/Type00/pfb_min_job_type00_04_pos,9,1,5,Job03_003,,,0,0,1,0,,0,,,0,,,0,0,
3000416,30004,1,1,1,1,mob02,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,6,5,Circle03_401,,,0,0,1,0,,0,,,0,,,0,0,
3000417,30004,2,1,1,2,mob02,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,6,5,Circle03_401,,,0,0,1,0,,0,,,0,,,0,0,
3000418,30004,5,1,1,5,mob01,,Job/Position/Type00/pfb_min_job_type00_04_pos,6,6,5,JobMob03_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000419,30004,5,2,1,5,mob02,,Job/Position/Type00/pfb_min_job_type00_04_pos,7,6,5,JobMob03_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000420,30004,5,1,1,5,mob03,,Job/Position/Type00/pfb_min_job_type00_04_pos,8,6,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000421,30004,5,2,1,5,mob04,,Job/Position/Type00/pfb_min_job_type00_04_pos,9,6,5,JobMob03_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000422,30004,5,3,1,5,mob05,,Job/Position/Type00/pfb_min_job_type00_04_pos,10,6,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000423,30004,5,1,1,5,mob06,,Job/Position/Type00/pfb_min_job_type00_04_pos,11,6,5,JobMob01_003_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000424,30004,5,2,1,5,mob07,,Job/Position/Type00/pfb_min_job_type00_04_pos,12,6,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000425,30004,5,3,1,5,mob08,,Job/Position/Type00/pfb_min_job_type00_04_pos,13,6,5,JobMob01_002_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000426,30004,5,1,1,5,mob09,,Job/Position/Type00/pfb_min_job_type00_04_pos,14,6,5,JobMob01_001_loop,,,0,0,1,0,,0,,,0,,,0,0,
3000427,30004,5,1,1,5,mob10,,Job/Position/Type00/pfb_min_job_type00_04_pos,15,6,5,Circle03_402,,,0,0,1,0,,0,,,0,,,0,0,
3000501,30005,1,1,0,1,chr01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,1,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000502,30005,1,1,1,1,mob01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,1,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000503,30005,2,1,0,2,chr01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,2,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000504,30005,2,1,1,2,mob01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,2,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000505,30005,2,2,0,2,chr02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,2,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000506,30005,2,2,1,2,mob02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,2,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000507,30005,3,1,0,3,chr01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,3,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000508,30005,3,1,1,3,mob01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,3,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000509,30005,3,2,0,3,chr02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,3,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000510,30005,3,2,1,3,mob02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,3,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000511,30005,3,3,0,3,chr03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,3,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000512,30005,3,3,1,3,mob03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,3,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000513,30005,4,1,0,4,chr01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,4,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000514,30005,4,1,1,4,mob01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,4,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000515,30005,4,2,0,4,chr02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,4,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000516,30005,4,2,1,4,mob02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,4,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000517,30005,4,3,0,4,chr03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,4,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000518,30005,4,3,1,4,mob03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,4,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000519,30005,4,4,0,4,chr04,,Job/Position/Type00/pfb_min_job_type00_05_pos,5,2,4,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000520,30005,4,4,1,4,mob04,,Job/Position/Type00/pfb_min_job_type00_05_pos,5,2,4,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000521,30005,5,1,0,5,chr01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,5,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000522,30005,5,1,1,5,mob01,,Job/Position/Type00/pfb_min_job_type00_05_pos,7,2,5,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000523,30005,5,2,0,5,chr02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,5,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000524,30005,5,2,1,5,mob02,,Job/Position/Type00/pfb_min_job_type00_05_pos,6,2,5,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
3000525,30005,5,3,0,5,chr03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,5,None,ast_min_timeline_job_05_01,Chara,0,0,1,0,,0,,,0,,,0,0,
3000526,30005,5,3,1,5,mob03,,Job/Position/Type00/pfb_min_job_type00_05_pos,8,2,5,None,ast_min_timeline_job_05_01,Mob,0,0,1,0,,0,,,0,,,0,0,
